t,frame,class,conf,area,source,fhi
7.0,210,Lush Green,0.38,2472,hsv-fallback,52.2
7.0,210,Lush Green,0.38,2093,hsv-fallback,52.2
7.0,210,Lush Green,0.38,2010,hsv-fallback,52.2
7.07,212,Lush Green,0.456,16624,hsv-fallback,50.8
7.07,212,Drought / Severe Stress,0.44,89151,hsv-fallback,50.8
7.07,212,Inconsistent Growth,0.44,21876,hsv-fallback,50.8
7.07,212,Drought / Severe Stress,0.44,48519,hsv-fallback,50.8
7.07,212,Inconsistent Growth,0.44,20329,hsv-fallback,50.8
7.07,212,Inconsistent Growth,0.44,14922,hsv-fallback,50.8
7.07,212,Inconsistent Growth,0.434,5135,hsv-fallback,50.8
7.07,212,Lush Green,0.428,3141,hsv-fallback,50.8
7.07,212,Lush Green,0.416,5918,hsv-fallback,50.8
7.07,212,Drought / Severe Stress,0.396,8869,hsv-fallback,50.8
7.07,212,Drought / Severe Stress,0.38,3516,hsv-fallback,50.8
7.07,212,Drought / Severe Stress,0.38,2639,hsv-fallback,50.8
7.07,212,Inconsistent Growth,0.38,6009,hsv-fallback,50.8
7.07,212,Lush Green,0.38,18365,hsv-fallback,50.8
7.07,212,Lush Green,0.38,14952,hsv-fallback,50.8
7.07,212,Lush Green,0.38,2524,hsv-fallback,50.8
7.07,212,Lush Green,0.38,2162,hsv-fallback,50.8
7.07,212,Lush Green,0.38,1924,hsv-fallback,50.8
7.13,214,Inconsistent Growth,0.47,13923,hsv-fallback,49.8
7.13,214,Drought / Severe Stress,0.44,86344,hsv-fallback,49.8
7.13,214,Bare Soil / Gap,0.44,19402,hsv-fallback,49.8
7.13,214,Drought / Severe Stress,0.44,49535,hsv-fallback,49.8
7.13,214,Inconsistent Growth,0.44,18971,hsv-fallback,49.8
7.13,214,Lush Green,0.419,2960,hsv-fallback,49.8
7.13,214,Inconsistent Growth,0.413,5078,hsv-fallback,49.8
7.13,214,Drought / Severe Stress,0.39,7891,hsv-fallback,49.8
7.13,214,Lush Green,0.38,17873,hsv-fallback,49.8
7.13,214,Drought / Severe Stress,0.38,3672,hsv-fallback,49.8
7.13,214,Drought / Severe Stress,0.38,2815,hsv-fallback,49.8
7.13,214,Lush Green,0.38,1963,hsv-fallback,49.8
7.13,214,Lush Green,0.38,2051,hsv-fallback,49.8
7.13,214,Lush Green,0.38,2528,hsv-fallback,49.8
7.13,214,Lush Green,0.38,15202,hsv-fallback,49.8
7.13,214,Inconsistent Growth,0.38,11089,hsv-fallback,49.8
7.13,214,Inconsistent Growth,0.38,10462,hsv-fallback,49.8
7.13,214,Inconsistent Growth,0.38,6001,hsv-fallback,49.8
7.13,214,Inconsistent Growth,0.38,2484,hsv-fallback,49.8
7.13,214,Inconsistent Growth,0.38,1933,hsv-fallback,49.8
7.2,216,Inconsistent Growth,0.444,15529,hsv-fallback,51.4
7.2,216,Drought / Severe Stress,0.44,86489,hsv-fallback,51.4
7.2,216,Lush Green,0.44,22175,hsv-fallback,51.4
7.2,216,Drought / Severe Stress,0.44,44046,hsv-fallback,51.4
7.2,216,Bare Soil / Gap,0.44,23891,hsv-fallback,51.4
7.2,216,Inconsistent Growth,0.42,5351,hsv-fallback,51.4
7.2,216,Drought / Severe Stress,0.398,5604,hsv-fallback,51.4
7.2,216,Drought / Severe Stress,0.395,8044,hsv-fallback,51.4
7.2,216,Drought / Severe Stress,0.382,2891,hsv-fallback,51.4
7.2,216,Lush Green,0.38,17796,hsv-fallback,51.4
7.2,216,Lush Green,0.38,14097,hsv-fallback,51.4
7.2,216,Lush Green,0.38,2130,hsv-fallback,51.4
7.2,216,Lush Green,0.38,2135,hsv-fallback,51.4
7.2,216,Lush Green,0.38,2603,hsv-fallback,51.4
7.2,216,Inconsistent Growth,0.38,15676,hsv-fallback,51.4
7.2,216,Inconsistent Growth,0.38,7060,hsv-fallback,51.4
7.2,216,Inconsistent Growth,0.38,5029,hsv-fallback,51.4
7.2,216,Inconsistent Growth,0.38,3242,hsv-fallback,51.4
7.2,216,Inconsistent Growth,0.38,1838,hsv-fallback,51.4
7.27,218,Drought / Severe Stress,0.442,84356,hsv-fallback,50.7
7.27,218,Drought / Severe Stress,0.44,45525,hsv-fallback,50.7
7.27,218,Inconsistent Growth,0.44,22711,hsv-fallback,50.7
7.27,218,Inconsistent Growth,0.44,26385,hsv-fallback,50.7
7.27,218,Inconsistent Growth,0.44,15509,hsv-fallback,50.7
7.27,218,Bare Soil / Gap,0.44,23746,hsv-fallback,50.7
7.27,218,Inconsistent Growth,0.439,5378,hsv-fallback,50.7
7.27,218,Drought / Severe Stress,0.392,7618,hsv-fallback,50.7
7.27,218,Lush Green,0.385,2437,hsv-fallback,50.7
7.27,218,Drought / Severe Stress,0.383,2615,hsv-fallback,50.7
7.27,218,Drought / Severe Stress,0.38,5971,hsv-fallback,50.7
7.27,218,Inconsistent Growth,0.38,2151,hsv-fallback,50.7
7.27,218,Inconsistent Growth,0.38,3767,hsv-fallback,50.7
7.27,218,Lush Green,0.38,12411,hsv-fallback,50.7
7.27,218,Lush Green,0.38,17853,hsv-fallback,50.7
7.27,218,Lush Green,0.38,2741,hsv-fallback,50.7
7.27,218,Lush Green,0.38,2390,hsv-fallback,50.7
7.27,218,Lush Green,0.38,1999,hsv-fallback,50.7
7.27,218,Lush Green,0.38,1870,hsv-fallback,50.7
7.33,220,Lush Green,0.464,2422,hsv-fallback,52.0
7.33,220,Drought / Severe Stress,0.44,128652,hsv-fallback,52.0
7.33,220,Inconsistent Growth,0.44,23988,hsv-fallback,52.0
7.33,220,Inconsistent Growth,0.44,15360,hsv-fallback,52.0
7.33,220,Bare Soil / Gap,0.44,26689,hsv-fallback,52.0
7.33,220,Lush Green,0.44,21041,hsv-fallback,52.0
7.33,220,Inconsistent Growth,0.44,28231,hsv-fallback,52.0
7.33,220,Drought / Severe Stress,0.393,7773,hsv-fallback,52.0
7.33,220,Inconsistent Growth,0.38,3828,hsv-fallback,52.0
7.33,220,Drought / Severe Stress,0.38,3232,hsv-fallback,52.0
7.33,220,Drought / Severe Stress,0.38,6756,hsv-fallback,52.0
7.33,220,Inconsistent Growth,0.38,3050,hsv-fallback,52.0
7.33,220,Lush Green,0.38,14038,hsv-fallback,52.0
7.33,220,Lush Green,0.38,17290,hsv-fallback,52.0
7.33,220,Lush Green,0.38,2458,hsv-fallback,52.0
7.33,220,Lush Green,0.38,2065,hsv-fallback,52.0
7.4,222,Inconsistent Growth,0.457,14177,hsv-fallback,53.3
7.4,222,Lush Green,0.449,14854,hsv-fallback,53.3
7.4,222,Drought / Severe Stress,0.444,41144,hsv-fallback,53.3
7.4,222,Bare Soil / Gap,0.44,28055,hsv-fallback,53.3
7.4,222,Inconsistent Growth,0.44,23857,hsv-fallback,53.3
7.4,222,Drought / Severe Stress,0.44,83277,hsv-fallback,53.3
7.4,222,Inconsistent Growth,0.44,23621,hsv-fallback,53.3
7.4,222,Inconsistent Growth,0.436,5349,hsv-fallback,53.3
7.4,222,Lush Green,0.434,2548,hsv-fallback,53.3
7.4,222,Drought / Severe Stress,0.408,7245,hsv-fallback,53.3
7.4,222,Drought / Severe Stress,0.385,2988,hsv-fallback,53.3
7.4,222,Drought / Severe Stress,0.38,7606,hsv-fallback,53.3
7.4,222,Inconsistent Growth,0.38,3149,hsv-fallback,53.3
7.4,222,Lush Green,0.38,14534,hsv-fallback,53.3
7.4,222,Lush Green,0.38,17790,hsv-fallback,53.3
7.4,222,Lush Green,0.38,7947,hsv-fallback,53.3
7.4,222,Lush Green,0.38,2581,hsv-fallback,53.3
7.4,222,Lush Green,0.38,2479,hsv-fallback,53.3
7.4,222,Lush Green,0.38,1860,hsv-fallback,53.3
7.47,224,Inconsistent Growth,0.461,14536,hsv-fallback,54.4
7.47,224,Inconsistent Growth,0.441,13703,hsv-fallback,54.4
7.47,224,Drought / Severe Stress,0.44,81204,hsv-fallback,54.4
7.47,224,Drought / Severe Stress,0.44,38247,hsv-fallback,54.4
7.47,224,Lush Green,0.44,15756,hsv-fallback,54.4
7.47,224,Bare Soil / Gap,0.44,28245,hsv-fallback,54.4
7.47,224,Lush Green,0.44,22144,hsv-fallback,54.4
7.47,224,Drought / Severe Stress,0.385,7588,hsv-fallback,54.4
7.47,224,Drought / Severe Stress,0.38,2990,hsv-fallback,54.4
7.47,224,Lush Green,0.38,17967,hsv-fallback,54.4
7.47,224,Drought / Severe Stress,0.38,8458,hsv-fallback,54.4
7.47,224,Lush Green,0.38,2114,hsv-fallback,54.4
7.47,224,Lush Green,0.38,2446,hsv-fallback,54.4
7.47,224,Lush Green,0.38,1869,hsv-fallback,54.4
7.47,224,Lush Green,0.38,2684,hsv-fallback,54.4
7.47,224,Lush Green,0.38,2108,hsv-fallback,54.4
7.47,224,Inconsistent Growth,0.38,13601,hsv-fallback,54.4
7.47,224,Inconsistent Growth,0.38,7704,hsv-fallback,54.4
7.47,224,Inconsistent Growth,0.38,2223,hsv-fallback,54.4
7.53,226,Inconsistent Growth,0.462,14829,hsv-fallback,55.1
7.53,226,Lush Green,0.456,10575,hsv-fallback,55.1
7.53,226,Inconsistent Growth,0.44,33402,hsv-fallback,55.1
7.53,226,Drought / Severe Stress,0.44,81480,hsv-fallback,55.1
7.53,226,Inconsistent Growth,0.44,22772,hsv-fallback,55.1
7.53,226,Drought / Severe Stress,0.44,36131,hsv-fallback,55.1
7.53,226,Bare Soil / Gap,0.44,31739,hsv-fallback,55.1
7.53,226,Lush Green,0.436,2415,hsv-fallback,55.1
7.53,226,Drought / Severe Stress,0.406,7032,hsv-fallback,55.1
7.53,226,Bare Soil / Gap,0.405,2168,hsv-fallback,55.1
7.53,226,Lush Green,0.384,1995,hsv-fallback,55.1
7.53,226,Drought / Severe Stress,0.38,8771,hsv-fallback,55.1
7.53,226,Drought / Severe Stress,0.38,3218,hsv-fallback,55.1
7.53,226,Inconsistent Growth,0.38,2368,hsv-fallback,55.1
7.53,226,Lush Green,0.38,17640,hsv-fallback,55.1
7.53,226,Lush Green,0.38,8180,hsv-fallback,55.1
7.53,226,Lush Green,0.38,15254,hsv-fallback,55.1
7.53,226,Lush Green,0.38,2553,hsv-fallback,55.1
7.53,226,Lush Green,0.38,3807,hsv-fallback,55.1
7.6,228,Lush Green,0.445,13691,hsv-fallback,55.8
7.6,228,Drought / Severe Stress,0.443,35999,hsv-fallback,55.8
7.6,228,Inconsistent Growth,0.441,11119,hsv-fallback,55.8
7.6,228,Inconsistent Growth,0.44,33735,hsv-fallback,55.8
7.6,228,Bare Soil / Gap,0.44,33590,hsv-fallback,55.8
7.6,228,Drought / Severe Stress,0.44,80825,hsv-fallback,55.8
7.6,228,Bare Soil / Gap,0.398,2905,hsv-fallback,55.8
7.6,228,Drought / Severe Stress,0.39,7108,hsv-fallback,55.8
7.6,228,Inconsistent Growth,0.38,12863,hsv-fallback,55.8
7.6,228,Drought / Severe Stress,0.38,3577,hsv-fallback,55.8
7.6,228,Drought / Severe Stress,0.38,9028,hsv-fallback,55.8
7.6,228,Inconsistent Growth,0.38,10409,hsv-fallback,55.8
7.6,228,Inconsistent Growth,0.38,2120,hsv-fallback,55.8
7.6,228,Inconsistent Growth,0.38,2219,hsv-fallback,55.8
7.6,228,Lush Green,0.38,17901,hsv-fallback,55.8
7.6,228,Lush Green,0.38,10586,hsv-fallback,55.8
7.6,228,Lush Green,0.38,8129,hsv-fallback,55.8
7.6,228,Lush Green,0.38,8051,hsv-fallback,55.8
7.6,228,Lush Green,0.38,2497,hsv-fallback,55.8
7.6,228,Lush Green,0.38,2167,hsv-fallback,55.8
7.6,228,Lush Green,0.38,1910,hsv-fallback,55.8
7.67,230,Inconsistent Growth,0.472,10959,hsv-fallback,56.2
7.67,230,Inconsistent Growth,0.466,2735,hsv-fallback,56.2
7.67,230,Lush Green,0.461,2434,hsv-fallback,56.2
7.67,230,Lush Green,0.456,11782,hsv-fallback,56.2
7.67,230,Drought / Severe Stress,0.455,36070,hsv-fallback,56.2
7.67,230,Lush Green,0.454,2797,hsv-fallback,56.2
7.67,230,Lush Green,0.453,2048,hsv-fallback,56.2
7.67,230,Inconsistent Growth,0.448,12681,hsv-fallback,56.2
7.67,230,Inconsistent Growth,0.44,23283,hsv-fallback,56.2
7.67,230,Drought / Severe Stress,0.44,79922,hsv-fallback,56.2
7.67,230,Bare Soil / Gap,0.44,30320,hsv-fallback,56.2
7.67,230,Inconsistent Growth,0.44,12378,hsv-fallback,56.2
7.67,230,Lush Green,0.42,2396,hsv-fallback,56.2
7.67,230,Bare Soil / Gap,0.409,1907,hsv-fallback,56.2
7.67,230,Inconsistent Growth,0.389,7813,hsv-fallback,56.2
7.67,230,Drought / Severe Stress,0.382,7846,hsv-fallback,56.2
7.67,230,Bare Soil / Gap,0.382,2966,hsv-fallback,56.2
7.67,230,Inconsistent Growth,0.38,2153,hsv-fallback,56.2
7.67,230,Drought / Severe Stress,0.38,9037,hsv-fallback,56.2
7.67,230,Drought / Severe Stress,0.38,3620,hsv-fallback,56.2
7.67,230,Inconsistent Growth,0.38,1946,hsv-fallback,56.2
7.67,230,Lush Green,0.38,13378,hsv-fallback,56.2
7.67,230,Lush Green,0.38,8294,hsv-fallback,56.2
7.67,230,Lush Green,0.38,16969,hsv-fallback,56.2
7.67,230,Lush Green,0.38,2710,hsv-fallback,56.2
7.67,230,Lush Green,0.38,3785,hsv-fallback,56.2
7.73,232,Drought / Severe Stress,0.449,35278,hsv-fallback,56.5
7.73,232,Lush Green,0.449,2618,hsv-fallback,56.5
7.73,232,Inconsistent Growth,0.44,22628,hsv-fallback,56.5
7.73,232,Drought / Severe Stress,0.44,79076,hsv-fallback,56.5
7.73,232,Inconsistent Growth,0.44,11742,hsv-fallback,56.5
7.73,232,Inconsistent Growth,0.44,35422,hsv-fallback,56.5
7.73,232,Bare Soil / Gap,0.44,31691,hsv-fallback,56.5
7.73,232,Lush Green,0.421,3620,hsv-fallback,56.5
7.73,232,Lush Green,0.418,2408,hsv-fallback,56.5
7.73,232,Drought / Severe Stress,0.416,6482,hsv-fallback,56.5
7.73,232,Lush Green,0.389,12647,hsv-fallback,56.5
7.73,232,Drought / Severe Stress,0.38,9141,hsv-fallback,56.5
7.73,232,Drought / Severe Stress,0.38,3568,hsv-fallback,56.5
7.73,232,Inconsistent Growth,0.38,2282,hsv-fallback,56.5
7.73,232,Bare Soil / Gap,0.38,3121,hsv-fallback,56.5
7.73,232,Lush Green,0.38,8415,hsv-fallback,56.5
7.73,232,Lush Green,0.38,11509,hsv-fallback,56.5
7.73,232,Lush Green,0.38,3491,hsv-fallback,56.5
7.73,232,Lush Green,0.38,16894,hsv-fallback,56.5
7.73,232,Lush Green,0.38,2884,hsv-fallback,56.5
7.73,232,Lush Green,0.38,1858,hsv-fallback,56.5
7.8,234,Drought / Severe Stress,0.461,33582,hsv-fallback,57.4
7.8,234,Lush Green,0.461,2448,hsv-fallback,57.4
7.8,234,Lush Green,0.444,2549,hsv-fallback,57.4
7.8,234,Drought / Severe Stress,0.44,76002,hsv-fallback,57.4
7.8,234,Inconsistent Growth,0.44,10516,hsv-fallback,57.4
7.8,234,Bare Soil / Gap,0.44,5842,hsv-fallback,57.4
7.8,234,Inconsistent Growth,0.44,23264,hsv-fallback,57.4
7.8,234,Inconsistent Growth,0.44,34892,hsv-fallback,57.4
7.8,234,Bare Soil / Gap,0.44,30581,hsv-fallback,57.4
7.8,234,Lush Green,0.421,2578,hsv-fallback,57.4
7.8,234,Lush Green,0.395,4784,hsv-fallback,57.4
7.8,234,Drought / Severe Stress,0.391,6417,hsv-fallback,57.4
7.8,234,Drought / Severe Stress,0.38,3691,hsv-fallback,57.4
7.8,234,Inconsistent Growth,0.38,1996,hsv-fallback,57.4
7.8,234,Inconsistent Growth,0.38,2227,hsv-fallback,57.4
7.8,234,Drought / Severe Stress,0.38,9194,hsv-fallback,57.4
7.8,234,Bare Soil / Gap,0.38,3360,hsv-fallback,57.4
7.8,234,Lush Green,0.38,8442,hsv-fallback,57.4
7.8,234,Lush Green,0.38,9876,hsv-fallback,57.4
7.8,234,Lush Green,0.38,17128,hsv-fallback,57.4
7.8,234,Lush Green,0.38,11643,hsv-fallback,57.4
7.8,234,Lush Green,0.38,2868,hsv-fallback,57.4
7.8,234,Lush Green,0.38,3624,hsv-fallback,57.4
7.8,234,Lush Green,0.38,1939,hsv-fallback,57.4
7.8,234,Lush Green,0.38,1856,hsv-fallback,57.4
7.87,236,Lush Green,0.469,10767,hsv-fallback,58.1
7.87,236,Lush Green,0.46,11067,hsv-fallback,58.1
7.87,236,Drought / Severe Stress,0.454,3334,hsv-fallback,58.1
7.87,236,Drought / Severe Stress,0.453,32147,hsv-fallback,58.1
7.87,236,Drought / Severe Stress,0.452,2642,hsv-fallback,58.1
7.87,236,Lush Green,0.445,2474,hsv-fallback,58.1
7.87,236,Inconsistent Growth,0.442,3448,hsv-fallback,58.1
7.87,236,Bare Soil / Gap,0.441,37403,hsv-fallback,58.1
7.87,236,Drought / Severe Stress,0.44,74926,hsv-fallback,58.1
7.87,236,Inconsistent Growth,0.44,28711,hsv-fallback,58.1
7.87,236,Lush Green,0.433,2515,hsv-fallback,58.1
7.87,236,Lush Green,0.403,2457,hsv-fallback,58.1
7.87,236,Inconsistent Growth,0.397,8980,hsv-fallback,58.1
7.87,236,Lush Green,0.395,5370,hsv-fallback,58.1
7.87,236,Inconsistent Growth,0.383,5153,hsv-fallback,58.1
7.87,236,Drought / Severe Stress,0.38,3578,hsv-fallback,58.1
7.87,236,Inconsistent Growth,0.38,13991,hsv-fallback,58.1
7.87,236,Inconsistent Growth,0.38,11462,hsv-fallback,58.1
7.87,236,Bare Soil / Gap,0.38,1880,hsv-fallback,58.1
7.87,236,Bare Soil / Gap,0.38,3422,hsv-fallback,58.1
7.87,236,Drought / Severe Stress,0.38,8956,hsv-fallback,58.1
7.87,236,Lush Green,0.38,9291,hsv-fallback,58.1
7.87,236,Lush Green,0.38,16694,hsv-fallback,58.1
7.87,236,Lush Green,0.38,3048,hsv-fallback,58.1
7.87,236,Lush Green,0.38,3210,hsv-fallback,58.1
7.93,238,Drought / Severe Stress,0.462,3308,hsv-fallback,58.6
7.93,238,Lush Green,0.46,11065,hsv-fallback,58.6
7.93,238,Drought / Severe Stress,0.459,32913,hsv-fallback,58.6
7.93,238,Lush Green,0.456,11733,hsv-fallback,58.6
7.93,238,Drought / Severe Stress,0.444,2894,hsv-fallback,58.6
7.93,238,Inconsistent Growth,0.44,23851,hsv-fallback,58.6
7.93,238,Bare Soil / Gap,0.44,39874,hsv-fallback,58.6
7.93,238,Drought / Severe Stress,0.44,74256,hsv-fallback,58.6
7.93,238,Inconsistent Growth,0.44,21640,hsv-fallback,58.6
7.93,238,Bare Soil / Gap,0.438,2441,hsv-fallback,58.6
7.93,238,Lush Green,0.432,3498,hsv-fallback,58.6
7.93,238,Inconsistent Growth,0.423,6277,hsv-fallback,58.6
7.93,238,Inconsistent Growth,0.423,4711,hsv-fallback,58.6
7.93,238,Lush Green,0.416,5093,hsv-fallback,58.6
7.93,238,Lush Green,0.407,2392,hsv-fallback,58.6
7.93,238,Inconsistent Growth,0.387,10774,hsv-fallback,58.6
7.93,238,Bare Soil / Gap,0.384,2879,hsv-fallback,58.6
7.93,238,Inconsistent Growth,0.38,3458,hsv-fallback,58.6
7.93,238,Drought / Severe Stress,0.38,9478,hsv-fallback,58.6
7.93,238,Drought / Severe Stress,0.38,3605,hsv-fallback,58.6
7.93,238,Inconsistent Growth,0.38,2033,hsv-fallback,58.6
7.93,238,Lush Green,0.38,7963,hsv-fallback,58.6
7.93,238,Lush Green,0.38,3174,hsv-fallback,58.6
7.93,238,Lush Green,0.38,16533,hsv-fallback,58.6
7.93,238,Lush Green,0.38,2447,hsv-fallback,58.6
7.93,238,Lush Green,0.38,2250,hsv-fallback,58.6
7.93,238,Lush Green,0.38,1932,hsv-fallback,58.6
8.0,240,Lush Green,0.47,2950,hsv-fallback,59.0
8.0,240,Lush Green,0.468,11153,hsv-fallback,59.0
8.0,240,Inconsistent Growth,0.467,3033,hsv-fallback,59.0
8.0,240,Bare Soil / Gap,0.454,3431,hsv-fallback,59.0
8.0,240,Inconsistent Growth,0.448,4558,hsv-fallback,59.0
8.0,240,Inconsistent Growth,0.44,19540,hsv-fallback,59.0
8.0,240,Inconsistent Growth,0.44,27903,hsv-fallback,59.0
8.0,240,Drought / Severe Stress,0.44,72480,hsv-fallback,59.0
8.0,240,Bare Soil / Gap,0.44,36038,hsv-fallback,59.0
8.0,240,Drought / Severe Stress,0.44,30685,hsv-fallback,59.0
8.0,240,Inconsistent Growth,0.43,3965,hsv-fallback,59.0
8.0,240,Inconsistent Growth,0.418,2253,hsv-fallback,59.0
8.0,240,Lush Green,0.412,2420,hsv-fallback,59.0
8.0,240,Drought / Severe Stress,0.386,5800,hsv-fallback,59.0
8.0,240,Bare Soil / Gap,0.386,2797,hsv-fallback,59.0
8.0,240,Drought / Severe Stress,0.38,3619,hsv-fallback,59.0
8.0,240,Inconsistent Growth,0.38,4745,hsv-fallback,59.0
8.0,240,Bare Soil / Gap,0.38,1889,hsv-fallback,59.0
8.0,240,Drought / Severe Stress,0.38,9385,hsv-fallback,59.0
8.0,240,Inconsistent Growth,0.38,2179,hsv-fallback,59.0
8.0,240,Lush Green,0.38,8934,hsv-fallback,59.0
8.0,240,Lush Green,0.38,8764,hsv-fallback,59.0
8.0,240,Lush Green,0.38,5134,hsv-fallback,59.0
8.0,240,Lush Green,0.38,3466,hsv-fallback,59.0
8.0,240,Lush Green,0.38,16093,hsv-fallback,59.0
8.0,240,Lush Green,0.38,2441,hsv-fallback,59.0
8.0,240,Lush Green,0.38,2336,hsv-fallback,59.0
8.0,240,Lush Green,0.38,1941,hsv-fallback,59.0
8.07,242,Drought / Severe Stress,0.472,3213,hsv-fallback,58.9
8.07,242,Lush Green,0.46,11354,hsv-fallback,58.9
8.07,242,Drought / Severe Stress,0.455,26400,hsv-fallback,58.9
8.07,242,Drought / Severe Stress,0.452,2412,hsv-fallback,58.9
8.07,242,Inconsistent Growth,0.444,4536,hsv-fallback,58.9
8.07,242,Lush Green,0.443,2685,hsv-fallback,58.9
8.07,242,Inconsistent Growth,0.442,12015,hsv-fallback,58.9
8.07,242,Inconsistent Growth,0.44,20206,hsv-fallback,58.9
8.07,242,Bare Soil / Gap,0.44,36477,hsv-fallback,58.9
8.07,242,Drought / Severe Stress,0.44,69189,hsv-fallback,58.9
8.07,242,Lush Green,0.427,2594,hsv-fallback,58.9
8.07,242,Lush Green,0.422,15639,hsv-fallback,58.9
8.07,242,Inconsistent Growth,0.417,6389,hsv-fallback,58.9
8.07,242,Bare Soil / Gap,0.413,3122,hsv-fallback,58.9
8.07,242,Inconsistent Growth,0.412,2338,hsv-fallback,58.9
8.07,242,Bare Soil / Gap,0.405,2818,hsv-fallback,58.9
8.07,242,Inconsistent Growth,0.404,14737,hsv-fallback,58.9
8.07,242,Lush Green,0.382,8474,hsv-fallback,58.9
8.07,242,Drought / Severe Stress,0.38,3463,hsv-fallback,58.9
8.07,242,Drought / Severe Stress,0.38,7913,hsv-fallback,58.9
8.07,242,Drought / Severe Stress,0.38,9151,hsv-fallback,58.9
8.07,242,Inconsistent Growth,0.38,7041,hsv-fallback,58.9
8.07,242,Lush Green,0.38,6319,hsv-fallback,58.9
8.07,242,Lush Green,0.38,3832,hsv-fallback,58.9
8.07,242,Lush Green,0.38,5234,hsv-fallback,58.9
8.07,242,Lush Green,0.38,2795,hsv-fallback,58.9
8.07,242,Lush Green,0.38,2525,hsv-fallback,58.9
8.07,242,Lush Green,0.38,2343,hsv-fallback,58.9
8.13,244,Lush Green,0.465,11955,hsv-fallback,59.1
8.13,244,Inconsistent Growth,0.452,1936,hsv-fallback,59.1
8.13,244,Bare Soil / Gap,0.446,35247,hsv-fallback,59.1
8.13,244,Drought / Severe Stress,0.44,38253,hsv-fallback,59.1
8.13,244,Inconsistent Growth,0.44,30873,hsv-fallback,59.1
8.13,244,Inconsistent Growth,0.44,10679,hsv-fallback,59.1
8.13,244,Lush Green,0.44,18681,hsv-fallback,59.1
8.13,244,Drought / Severe Stress,0.44,63555,hsv-fallback,59.1
8.13,244,Bare Soil / Gap,0.438,1942,hsv-fallback,59.1
8.13,244,Inconsistent Growth,0.419,8777,hsv-fallback,59.1
8.13,244,Bare Soil / Gap,0.414,3066,hsv-fallback,59.1
8.13,244,Drought / Severe Stress,0.413,13160,hsv-fallback,59.1
8.13,244,Lush Green,0.401,2905,hsv-fallback,59.1
8.13,244,Lush Green,0.386,16942,hsv-fallback,59.1
8.13,244,Inconsistent Growth,0.384,13166,hsv-fallback,59.1
8.13,244,Drought / Severe Stress,0.38,9225,hsv-fallback,59.1
8.13,244,Inconsistent Growth,0.38,3498,hsv-fallback,59.1
8.13,244,Inconsistent Growth,0.38,4118,hsv-fallback,59.1
8.13,244,Bare Soil / Gap,0.38,2610,hsv-fallback,59.1
8.13,244,Drought / Severe Stress,0.38,3301,hsv-fallback,59.1
8.13,244,Inconsistent Growth,0.38,2478,hsv-fallback,59.1
8.13,244,Lush Green,0.38,7021,hsv-fallback,59.1
8.13,244,Lush Green,0.38,6723,hsv-fallback,59.1
8.13,244,Lush Green,0.38,3875,hsv-fallback,59.1
8.13,244,Lush Green,0.38,2292,hsv-fallback,59.1
8.13,244,Lush Green,0.38,2263,hsv-fallback,59.1
8.2,246,Lush Green,0.47,11928,hsv-fallback,59.0
8.2,246,Bare Soil / Gap,0.451,35990,hsv-fallback,59.0
8.2,246,Lush Green,0.444,3241,hsv-fallback,59.0
8.2,246,Inconsistent Growth,0.44,31893,hsv-fallback,59.0
8.2,246,Drought / Severe Stress,0.44,52288,hsv-fallback,59.0
8.2,246,Drought / Severe Stress,0.44,61510,hsv-fallback,59.0
8.2,246,Inconsistent Growth,0.439,4593,hsv-fallback,59.0
8.2,246,Lush Green,0.435,11868,hsv-fallback,59.0
8.2,246,Bare Soil / Gap,0.432,3418,hsv-fallback,59.0
8.2,246,Bare Soil / Gap,0.407,2388,hsv-fallback,59.0
8.2,246,Inconsistent Growth,0.397,4685,hsv-fallback,59.0
8.2,246,Inconsistent Growth,0.383,9081,hsv-fallback,59.0
8.2,246,Inconsistent Growth,0.38,12453,hsv-fallback,59.0
8.2,246,Inconsistent Growth,0.38,4087,hsv-fallback,59.0
8.2,246,Drought / Severe Stress,0.38,9328,hsv-fallback,59.0
8.2,246,Drought / Severe Stress,0.38,3421,hsv-fallback,59.0
8.2,246,Inconsistent Growth,0.38,2717,hsv-fallback,59.0
8.2,246,Inconsistent Growth,0.38,4044,hsv-fallback,59.0
8.2,246,Lush Green,0.38,16194,hsv-fallback,59.0
8.2,246,Lush Green,0.38,7673,hsv-fallback,59.0
8.2,246,Lush Green,0.38,6462,hsv-fallback,59.0
8.2,246,Lush Green,0.38,3942,hsv-fallback,59.0
8.2,246,Lush Green,0.38,2820,hsv-fallback,59.0
8.2,246,Lush Green,0.38,2737,hsv-fallback,59.0
8.2,246,Lush Green,0.38,2227,hsv-fallback,59.0
8.27,248,Lush Green,0.473,3733,hsv-fallback,55.9
8.27,248,Lush Green,0.46,14217,hsv-fallback,55.9
8.27,248,Lush Green,0.457,11838,hsv-fallback,55.9
8.27,248,Inconsistent Growth,0.45,4842,hsv-fallback,55.9
8.27,248,Drought / Severe Stress,0.449,52308,hsv-fallback,55.9
8.27,248,Inconsistent Growth,0.44,15154,hsv-fallback,55.9
8.27,248,Inconsistent Growth,0.44,31157,hsv-fallback,55.9
8.27,248,Inconsistent Growth,0.44,14521,hsv-fallback,55.9
8.27,248,Drought / Severe Stress,0.44,61306,hsv-fallback,55.9
8.27,248,Inconsistent Growth,0.427,3251,hsv-fallback,55.9
